"","city","area","sale_count","avg_sale_price","sale_difficulty","rent_count","avg_rent_price","rent_difficulty","rent_to_own_ratio","sale_per_rent_count","gross_yield","investment","rent_difficulty_group","sale_difficulty_group","sale_price_group","rent_price_group"
"28"," Milano"," Brenta",98,3009.78867414427,1.07142857142857,32,14.0444688722233,1.0625,17.8586833811431,3.0625,0.0559951693334736,"To be evaluated","Medium","Medium","Normal","Normal"
"29"," Milano"," Precotto",173,2756.47953386137,1.08092485549133,42,12.7078881656944,1.38095238095238,18.075908823457,4.11904761904762,0.0553222529371418,"To be evaluated","Difficult","Medium","Normal","Cheap"
"30"," Milano"," Martini-Cuoco",266,3388.41284440431,1.05263157894737,112,15.0825483340801,1.11607142857143,18.7214872963916,2.375,0.0534145596537483,"To be evaluated","Difficult","Medium","Normal","Normal"
"31"," Milano"," Città Studi",134,3417.61353803315,1.02985074626866,85,14.8781389366063,1.01176470588235,19.1422549139329,1.57647058823529,0.0522404494400573,"To be evaluated","Easy","Easy","Normal","Normal"
"32"," Milano"," Bicocca",62,2891.91220984124,1.12903225806452,27,12.4385757282319,1,19.3746204886187,2.2962962962963,0.0516139142228585,"To be evaluated","Easy","Difficult","Normal","Cheap"
"33"," Milano"," Garibaldi-Isola",180,4017.16762106146,1.01111111111111,85,16.9894337857866,1.02352941176471,19.7042451586498,2.11764705882353,0.0507504850832114,"To be evaluated","Easy","Easy","Expensive","Expensive"
"34"," Milano"," Palestro",48,4675.2995523322,1,178,19.5611673260727,1.1123595505618,19.9174358837155,0.269662921348315,0.0502072659271168,"To be evaluated","Difficult","Easy","Expensive","Expensive"
"35"," Milano"," Bande Nere",137,3255.85718284471,1.04379562043796,61,13.6083723129111,1.08196721311475,19.9378313338992,2.24590163934426,0.0501559062895549,"To be evaluated","Medium","Easy","Normal","Normal"
"36"," Milano"," Moscova-Repubblica",58,4802.05180112753,1.05172413793103,129,19.698321502865,1.15503875968992,20.3149787848214,0.449612403100775,0.0492247622107861,"To be evaluated","Difficult","Medium","Expensive","Expensive"
"37"," Milano"," Bligny-Toscana",168,4445.82656440658,1.0297619047619,180,18.150042326109,1.11666666666667,20.4123792318068,0.933333333333333,0.0489898795551373,"To be evaluated","Difficult","Easy","Expensive","Expensive"
"38"," Milano"," Govone",177,3209.43295580336,1.07344632768362,50,13.0043648070747,1.16,20.5663829248658,3.54,0.048623037101529,"To be evaluated","Difficult","Medium","Normal","Normal"
"39"," Milano"," Tribunale",68,4794.78643591093,1.16176470588235,57,19.3583485381339,1.15789473684211,20.6404764093801,1.19298245614035,0.0484484941222359,"To be evaluated","Difficult","Difficult","Expensive","Expensive"
"40"," Milano"," Abruzzi",119,4234.98393378311,1.05042016806723,84,17.0598693384199,1.11904761904762,20.6868716761196,1.41666666666667,0.0483398367648974,"To be evaluated","Difficult","Medium","Expensive","Expensive"
"41"," Milano"," Soderini",171,3459.97062835402,1.07602339181287,53,13.8125593586685,1.07547169811321,20.8745445510224,3.22641509433962,0.0479052368091557,"To be evaluated","Medium","Medium","Normal","Normal"
"42"," Milano"," Navigli-Porta Genova",285,4490.56899607652,1.05614035087719,262,17.9245470345069,1.0381679389313,20.8771849177538,1.08778625954198,0.0478991781669571,"To be evaluated","Easy","Medium","Expensive","Expensive"
"43"," Milano"," Centrale",180,4176.57514943653,1.08333333333333,94,16.2461924839925,1.06382978723404,21.4233537773633,1.91489361702128,0.0466780323189471,"Recommended to rent","Medium","Medium","Expensive","Expensive"
"44"," Milano"," San Siro",275,3646.11651371193,1.02909090909091,88,14.1327188537374,1.03409090909091,21.49926323122,3.125,0.0465132218367304,"Recommended to rent","Easy","Easy","Normal","Normal"
"45"," Milano"," Mercalli-Quadronno",97,4711.4020999258,1.06185567010309,128,18.1550231401916,1.0625,21.625796818254,0.7578125,0.0462410707177233,"Recommended to rent","Medium","Medium","Expensive","Expensive"
"46"," Milano"," Indipendenza-Regina Giovanna",277,4516.25390044461,1.05415162454874,190,17.3481463536301,1.04736842105263,21.6942193149625,1.45789473684211,0.0460952286635317,"Recommended to rent","Easy","Medium","Expensive","Expensive"
"47"," Milano"," Romagna",145,3873.74438933937,1.04827586206897,100,14.8297232109809,1.21,21.7679067810192,1.45,0.045939189746621,"Recommended to rent","Difficult","Easy","Normal","Normal"
"48"," Milano"," Cinque Giornate-Montenero-Libia",145,4499.38625809154,1.02068965517241,180,17.1041744880656,1.13888888888889,21.9214820979861,0.805555555555556,0.0456173535863192,"Recommended to rent","Difficult","Easy","Expensive","Expensive"
"49"," Milano"," Argonne-Corsica",217,3722.03087984655,1.09216589861751,88,14.1311963307191,1.04545454545455,21.949255585173,2.46590909090909,0.0455596316749581,"Recommended to rent","Easy","Medium","Normal","Normal"
"50"," Milano"," Ariosto-Magenta",65,5059.88039806674,1.03076923076923,155,19.1128653632025,1.07096774193548,22.0614069019028,0.419354838709677,0.0453280248375162,"Recommended to rent","Medium","Easy","Expensive","Expensive"
"51"," Milano"," Fiera",227,4205.96599928248,1.02643171806167,111,15.6104841363452,1.08108108108108,22.4526775432177,2.04504504504505,0.0445381179182378,"Recommended to rent","Medium","Easy","Expensive","Normal"
"52"," Milano"," Solari-Savona-Tortona",114,4376.08969541237,1.03508771929825,50,15.9972238997139,1,22.7960890946139,2.28,0.0438671737002586,"Recommended to rent","Easy","Easy","Expensive","Normal"
"53"," Milano"," Sempione",160,4580.36459156359,1.08125,80,16.3040026527538,1.0875,23.4112479877754,2,0.0427145105857735,"Recommended to rent","Medium","Medium","Expensive","Expensive"
"54"," Milano"," Cenisio-Sarpi",97,4502.43996222079,1.01030927835052,40,15.9295032109305,1.075,23.5539881700522,2.425,0.0424556551858785,"Recommended to rent","Medium","Easy","Expensive","Normal"
"55"," Milano"," San Vittore-Washington",201,4627.08452260868,1.12935323383085,163,15.9953971616622,1.11656441717791,24.1063334024766,1.23312883435583,0.0414828743676657,"Recommended to rent","Difficult","Difficult","Expensive","Normal"
"56"," Milano"," Vetra-Missori",51,5345.5255075322,1.2156862745098,96,18.2153250482372,1.03125,24.4552571958701,0.53125,0.0408910031896485,"Recommended to rent","Easy","Difficult","Expensive","Expensive"
"57"," Milano","Appartamento in San Siro",30,4231.40681623532,1.36666666666667,24,14.2531125006504,1.25,24.739665435896,1.25,0.0404209184878083,"Recommended to rent","Difficult","Difficult","Expensive","Normal"
"58"," Milano"," Portello-Tre Torri",180,4649.52363469795,1.07777777777778,64,13.7241485391922,1.078125,28.2320102981269,2.8125,0.0354207861728624,"Recommended to rent","Medium","Medium","Expensive","Normal"
"59"," Segrate"," Milano Due",66,3745.38467183653,1.09090909090909,20,11.0891807963071,1.1,28.1459374730053,3.3,0.0355291061439719,"Recommended to rent","Medium","Medium","Normal","Cheap"
